cog,commune,prenom,nom,sexe,dateNais,dateMandat,famille_nuance,nuance_politique
33325,Plassac,Jean-Louis,BERNARD,M,1972-06-15,2020-06-28,Non classé,NC
33326,Pleine-Selve,Jean-Jacques,LAISNÉ,M,1950-09-19,2020-05-18,Non classé,NC
33327,Podensac,Bernard,MATEILLE,M,1953-03-31,2020-05-18,Non classé,LNC
33328,Pomerol,Jean-Luc,BARBEYRON,M,1958-06-21,2020-05-18,Non classé,NC
33329,Pompéjac,Olivier,DOUENCE,M,1959-03-05,2020-05-18,Non classé,NC
33330,Pompignac,Céline,DELIGNY-ESTOVERT,F,1970-03-10,2020-05-18,Non classé,LNC
33331,Pondaurat,Francis,ZAGHET,M,1957-12-08,2020-05-18,Non classé,NC
33332,Porchères,David,REDON,M,1979-02-27,2020-05-18,Non classé,NC
33333,Le Porge,Sophie,BRANA,F,1967-10-30,2020-05-18,Non classé,LNC
33334,Portets,Didier,CAZIMAJOU,M,1954-11-27,2020-05-18,Non classé,LNC
33335,Le Pout,Jean-Luc,JOYEUX,M,1971-02-11,2020-05-18,Non classé,NC
33336,Préchac,Michel,MORTAGNE,M,1958-09-28,2020-05-18,Non classé,LNC
33337,Preignac,Thomas,FILLIATRE,M,1983-08-02,2020-05-18,Non classé,LNC
33339,Prignac-Et-Marcamps,Francis,BERARD,M,1957-11-30,2021-10-03,,
33341,Pugnac,Jean,ROUX,M,1945-04-28,2020-05-18,Non classé,LNC
33342,Puisseguin,Jean Michel,PASQUON,M,1945-05-31,2020-06-28,,
33343,Pujols-Sur-Ciron,Dominique,CLAVIER,M,1951-07-01,2020-05-18,Non classé,NC
33344,Pujols,Delphine,CONDOT,F,1978-01-21,2020-05-18,Non classé,NC
33345,Le Puy,Joël,LE HOUARNER,M,1967-09-22,2020-05-18,Non classé,NC
33346,Puybarban,Dominique,TURBET DELOF,M,1963-01-11,2020-05-18,Non classé,NC
33347,Puynormand,Mireille,BERNEDE,F,1962-09-11,2020-05-18,,
33348,Queyrac,Véronique,CHAMBAUD-BERRAN,F,1957-03-22,2020-05-18,Non classé,LNC
33349,Quinsac,Lionel,FAYE,M,1960-07-04,2020-05-18,Non classé,LNC
33350,Rauzan,Christophe,QUEBEC,M,1974-04-22,2024-06-30,,
33351,Reignac,Pierre,RENOU,M,1955-01-24,2020-05-18,Non classé,LNC
33352,La Réole,Bruno,MARTY,M,1973-04-10,2020-05-18,Gauche,LUG
33353,Rimons,René,BOUDIGUE,M,1942-05-03,2020-05-18,Non classé,NC
33354,Riocaud,Marie-Hélène,DESROZIER,F,1958-06-25,2020-05-18,Non classé,NC
33355,Rions,Vincent,JOINEAU,M,1976-07-28,2020-05-18,Non classé,LNC
33356,La Rivière,Dominique,BEYLY,M,1953-02-10,2020-05-18,Non classé,NC
33357,Roaillan,Jean-François,TAUZIN,M,1944-05-17,2020-05-18,Non classé,LNC
33358,Romagne,Daniel,GAUD,M,1948-09-09,2020-05-18,Non classé,NC
33359,Roquebrune,Jacky,BRITTON,M,1953-12-01,2020-05-18,Non classé,NC
33360,La Roquille,David,ULMANN,M,1974-10-24,2020-05-18,Non classé,NC
33361,Ruch,Raymond,VIANDON,M,1949-09-20,2020-05-18,Non classé,NC
33362,Sablons,Jean-Claude,ABANADES,M,1954-01-22,2020-05-18,Non classé,LNC
33363,Sadirac,Patrick,GOMEZ,M,1955-04-26,2020-05-18,Courants politiques divers,LDIV
33364,Saillans,Martine,TILLET-FAURIE,F,1963-08-18,2020-05-18,Non classé,NC
33365,Saint-Aignan,Sylvie,MONDON,F,1961-07-05,2020-05-18,Non classé,NC
33366,Saint-André-De-Cubzac,Célia,MONSEIGNE,F,1961-11-14,2020-05-18,Gauche,LDVG
33367,Saint-André-Du-Bois,Pascale,GUAGNI-LE MOING,F,1976-06-22,2020-05-18,Non classé,NC
33369,Saint-André-Et-Appelles,Éric,FRÉCHOU,M,1960-04-16,2020-05-18,Non classé,NC
33370,Saint-Androny,Pascal,RIVEAU,M,1968-02-27,2020-05-18,Non classé,NC
33372,Saint-Antoine-Du-Queyret,Daniel,AUBERT,M,1946-07-04,2020-05-18,Non classé,NC
33373,Saint-Antoine-Sur-L'Isle,Paquerette,PEYRIDIEUX,F,1951-03-31,2020-06-28,Non classé,NC
33374,Saint-Aubin-De-Blaye,Arnaud,OVIDE,M,1975-12-25,2020-05-18,Non classé,NC
33375,Saint-Aubin-De-Branne,Pascal,LABRO,M,1956-11-02,2020-05-18,Non classé,NC
33376,Saint-Aubin-De-Médoc,Christophe,DUPRAT,M,1964-12-21,2020-05-18,Droite,LDVD
33377,Saint-Avit-De-Soulège,Jean Paul,PAILHET,M,1959-05-25,2020-05-18,Non classé,NC
33378,Saint-Avit-Saint-Nazaire,Laurent,FRITSCH,M,1961-12-22,2020-05-18,Non classé,LNC
33379,Saint-Brice,Laurence,DUCOURT,F,1960-10-24,2020-06-28,Non classé,NC
33380,Val-De-Livenne,Philippe,LABRIEUX,M,1962-06-17,2020-05-18,Non classé,LNC
33381,Saint-Caprais-De-Bordeaux,Tania,COUTY,F,1965-02-17,2020-05-18,,
33382,Saint-Christoly-De-Blaye,Murielle,PICQ,F,1968-03-17,2020-05-18,Non classé,LNC
33383,Saint-Christoly-Médoc,Stéphane,POINEAU,M,1958-04-30,2020-06-28,Non classé,NC
33384,Saint-Christophe-Des-Bardes,Patrick,GOINEAU,M,1951-03-01,2020-05-18,Non classé,NC
33385,Saint-Christophe-De-Double,Martine,LECOULEUX,F,1956-08-08,2020-06-28,Non classé,NC
33386,Saint-Cibard,Pascal,AMOREAU,M,1968-03-07,2020-05-18,Non classé,NC
33387,Saint-Ciers-D'Abzac,Lionel,GACHARD,M,1982-09-27,2020-05-18,Non classé,LNC
33388,Saint-Ciers-De-Canesse,Serge,ROBIN,M,1958-11-10,2020-06-28,Non classé,NC
33389,Saint-Ciers-Sur-Gironde,Pierre,CARITAN,M,1962-07-04,2020-05-18,Non classé,LNC
33390,Sainte-Colombe,Daniel,THIBEAU,M,1942-07-04,2020-05-18,Non classé,NC
33391,Saint-Côme,Serge,MOURLANNE,M,1956-05-29,2020-05-18,Non classé,NC
33392,Sainte-Croix-Du-Mont,Michel,LATAPY,M,1951-05-02,2020-05-18,Non classé,NC
33393,Saint-Denis-De-Pile,Fabienne,FONTENEAU,F,1973-07-10,2020-05-18,Gauche,LSOC
33394,Saint-Emilion,Bernard,LAURET,M,1957-01-26,2020-05-18,Non classé,LNC
33395,Saint-Estèphe,Michelle,SAINTOUT,F,1956-08-04,2020-05-18,Non classé,LNC
33396,Saint-Etienne-De-Lisse,Françoise,DÉCAMPS,F,1943-09-15,2020-05-18,Non classé,NC
33397,Sainte-Eulalie,Hubert,LAPORTE,M,1971-01-30,2020-05-18,Courants politiques divers,LDIV
33398,Saint-Exupéry,Thierry,GOURGUES,M,1961-09-14,2020-05-18,Non classé,NC
33399,Saint-Félix-De-Foncaude,Bernard,REBILLOU,M,1954-06-16,2020-05-18,Non classé,NC
33400,Saint-Ferme,Marie-France,DALLA-LONGA,F,1966-12-10,2020-06-28,Non classé,NC
33401,Sainte-Florence,David,AMBLEVERT,M,1976-10-29,2020-05-18,Non classé,NC
33402,Sainte-Foy-La-Grande,Christelle,GUIONIE,F,1975-02-15,2020-05-18,Non classé,LNC
33403,Sainte-Foy-La-Longue,Henry,JOANCHICOY,M,1962-08-21,2020-05-18,,
33404,Sainte-Gemme,Marie,BARDIN,F,1952-10-06,2020-06-28,Non classé,NC
33405,Saint-Genès-De-Blaye,Michel,SARTON,M,1954-07-07,2020-05-18,Non classé,NC
33406,Saint-Genès-De-Castillon,Yannick,GUIMBERTEAU,M,1951-03-07,2020-05-18,Non classé,NC
33407,Saint-Genès-De-Fronsac,Patrice,MURAT,M,1971-12-16,2020-05-18,Non classé,NC
33408,Saint-Genès-De-Lombaud,Maryvonne,LAFON,F,1950-02-11,2020-06-28,Non classé,NC
33411,Saint-Germain-De-Grave,Denis,CHAUSSIÉ,M,1976-08-18,2020-05-18,Non classé,NC
33412,Saint-Germain-D'Esteuil,Philippe,BUGGIN,M,1968-02-04,2020-05-18,Non classé,LNC
33413,Saint-Germain-Du-Puch,François,TOSI,M,1946-07-03,2020-06-28,Non classé,LNC
33414,Saint-Germain-De-La-Rivière,Philippe,DUVERGER,M,1952-05-26,2020-05-18,Non classé,NC
33415,Saint-Gervais,Patrice,POTIER,M,1966-12-28,2023-12-03,,
33416,Saint-Girons-D'Aiguevives,Eric,PAGE,M,1961-07-14,2020-05-18,Non classé,NC
33417,Sainte-Hélène,Lionel,MONTILLAUD,M,1979-05-12,2020-05-18,Non classé,LNC
33418,Saint-Hilaire-De-La-Noaille,Didier,LECOURT,M,1957-02-15,2020-05-18,Non classé,NC
33419,Saint-Hilaire-Du-Bois,Francis,LAPEYRE,M,1962-10-15,2020-05-18,Non classé,NC
33420,Saint-Hippolyte,Gérard,CANUEL,M,1945-04-25,2020-05-18,Non classé,NC
33421,Saint-Jean-De-Blaignac,Bernard,GAUTHIER,M,1959-08-02,2020-05-18,Non classé,NC
33422,Saint-Jean-D'Illac,Edouard,QUINTANO,M,1965-02-26,2020-06-28,Gauche,LDVG
33423,Saint-Julien-Beychevelle,Lucien,BRESSAN,M,1947-06-10,2020-05-18,Non classé,NC
33424,Saint-Laurent-Médoc,Jean-Marie,FERON,M,1953-06-15,2020-05-18,Droite,LDVD
33425,Saint-Laurent-D'Arce,Jean-Pierre,SUBERVILLE,M,1951-11-21,2020-05-18,Non classé,LNC
33426,Saint-Laurent-Des-Combes,Alain,VALLADE,M,1948-01-06,2020-05-18,Non classé,NC
33427,Saint-Laurent-Du-Bois,Colin,SHERIFFS,M,1977-09-30,2020-05-18,Non classé,NC
33428,Saint-Laurent-Du-Plan,Franck,BOULIN,M,1966-12-05,2020-05-18,Non classé,NC
33429,Saint-Léger-De-Balson,Laëtitia,RODRIGUEZ,F,1977-09-19,2020-05-18,Non classé,NC
33431,Saint-Léon,Nicolas,TARBES,M,1977-06-09,2020-05-18,Non classé,NC
33432,Saint-Loubert,Christopher,LATAPY,M,1985-10-03,2020-05-18,Non classé,NC
33433,Saint-Loubès,Emmanuelle,FAVRE,F,1972-01-05,2020-06-28,Courants politiques divers,LDIV
33434,Saint-Louis-De-Montferrand,Josiane,ZAMBON,F,1955-02-28,2020-05-18,Non classé,LNC
33435,Saint-Macaire,Cédric,GERBEAU,M,1974-06-09,2020-05-18,Non classé,LNC
33436,Saint-Magne,Ghislaine,CHARLES,F,1960-08-13,2020-06-28,Non classé,NC
33437,Saint-Magne-De-Castillon,Jean-Claude,DELONGEAS,M,1949-08-24,2020-05-18,Non classé,LNC
33438,Saint-Maixant,Alain,BERNARDET,M,1944-08-18,2020-05-18,Non classé,LNC
33439,Saint-Mariens,Marcel,BOURREAU,M,1950-03-11,2020-05-18,Non classé,LNC
33440,Saint-Martial,Antoine,PERON,M,1980-07-13,2020-05-18,Non classé,NC
33441,Saint-Martin-Lacaussade,Julien,BEDIS,M,1982-06-26,2020-05-18,Non classé,LNC
33442,Saint-Martin-De-Laye,Christophe,GALAN,M,1968-08-24,2020-05-18,Non classé,NC
33443,Saint-Martin-De-Lerm,Jean Paul,POUJON,M,1953-06-22,2020-05-18,,
33444,Saint-Martin-De-Sescas,Matthias,ROBINE,M,1976-11-11,2020-05-18,Non classé,NC
33445,Saint-Martin-Du-Bois,Jean-Philippe,VIRONNEAU,M,1956-08-12,2020-05-18,Non classé,NC
33446,Saint-Martin-Du-Puy,Martine,LOPEZ,F,1957-08-10,2020-05-18,Non classé,NC
33447,Saint-Médard-De-Guizières,Stéphane,CATALAN,M,1967-02-15,2025-02-02,Non classé,LNC
33448,Saint-Médard-D'Eyrans,Christian,TAMARELLE,M,1956-04-16,2020-05-18,Non classé,LNC
33449,Saint-Médard-En-Jalles,Stéphane,DELPEYRAT,M,1968-03-13,2020-06-28,Gauche,LDVG
33450,Saint-Michel-De-Castelnau,Michel,DARROMAN,M,1948-04-13,2020-05-18,Non classé,NC
33451,Saint-Michel-De-Fronsac,Jean-Marc,DUBOUREAU,M,1952-01-12,2020-05-18,Non classé,NC
33452,Saint-Michel-De-Rieufret,Jean-Bernard,PAPIN,M,1947-08-14,2020-05-18,Non classé,NC
33453,Saint-Michel-De-Lapujade,Christian,MALANDIT-SALLAUD,M,1948-10-29,2020-05-18,Non classé,NC
33454,Saint-Morillon,Laurence,BOURGADE,F,1971-10-14,2020-05-18,Non classé,LNC
33456,Saint-Palais,Jacky,TERRANCLE,M,1949-06-04,2020-05-18,Non classé,NC
33457,Saint-Pardon-De-Conques,Gilbert,BLANGERO,M,1964-08-06,2020-05-18,Non classé,NC
33458,Saint-Paul,Jean-Pierre,DUEZ,M,1947-10-05,2020-05-18,Non classé,NC
33459,Saint-Pey-D'Armens,Véronique,MARCHIVE,F,1960-02-23,2020-05-18,Non classé,NC
33460,Saint-Pey-De-Castets,Liliane,POIVERT,F,1962-06-11,2020-05-18,Non classé,NC
33461,Saint-Philippe-D'Aiguille,Philippe,BECHEAU,M,1962-02-12,2020-05-18,Non classé,NC
33462,Saint-Philippe-Du-Seignal,Jean-Claude,VACHER,M,1947-10-31,2020-05-18,Non classé,NC
33463,Saint-Pierre-D'Aurillac,Stéphane,DENOYELLE,M,1972-01-23,2020-05-18,Non classé,LNC
33464,Saint-Pierre-De-Bat,Olivier,MEHATS,M,1955-11-17,2020-05-18,Non classé,NC
33465,Saint-Pierre-De-Mons,Patrick,LABAYLE,M,1946-07-16,2020-05-18,Non classé,LNC
33466,Saint-Quentin-De-Baron,Stéphanie,DUPUY,F,1977-09-10,2020-05-18,Non classé,LNC
33467,Saint-Quentin-De-Caplong,Jean-Pierre,ROUBINEAU,M,1949-05-27,2020-05-18,Non classé,NC
33468,Sainte-Radegonde,Jean-Claude,GUILLAUME,M,1957-07-04,2023-12-10,Non classé,NC
33470,Saint-Romain-La-Virvée,Alain,MONTION,M,1954-06-15,2020-05-18,Non classé,NC
33471,Saint-Sauveur,Serge,RAYNAUD,M,1950-04-11,2020-05-18,Non classé,LNC
33472,Saint-Sauveur-De-Puynormand,Gérard,MOULINIER,M,1950-02-10,2020-05-18,Non classé,NC
33473,Saint-Savin,Alain,RENARD,M,1954-02-15,2020-05-18,Non classé,LNC
33474,Saint-Selve,Nathalie,BURTIN-DAUZAN,F,1970-07-27,2020-05-18,Non classé,LNC
33475,Saint-Seurin-De-Bourg,Daniel,BESSON,M,1953-08-30,2020-05-18,Non classé,NC
33476,Saint-Seurin-De-Cadourne,Frédéric,LARROQUE,M,1975-03-05,2020-05-18,Non classé,NC
33477,Saint-Seurin-De-Cursac,Pierre,CORONAS,M,1950-05-05,2020-05-18,Non classé,NC
33478,Saint-Seurin-Sur-L'Isle,Eveline,LAVAURE-CARDONA,F,1948-11-01,2020-06-28,Non classé,LNC
33479,Saint-Sève,Eliam,ARDOUIN,M,1950-07-16,2020-05-18,Non classé,NC
33480,Saint-Sulpice-De-Faleyrens,Yvan,DUMONTEUIL,M,1944-06-27,2020-05-18,Non classé,LNC
33481,Saint-Sulpice-De-Guilleragues,Maryse Christine,CHEYROU,F,1966-10-12,2020-05-18,Non classé,NC
33482,Saint-Sulpice-De-Pommiers,Sylvie,TESSIER,F,1969-10-29,2020-05-18,Non classé,NC
33483,Saint-Sulpice-Et-Cameyrac,Pierre,COTSAS,M,1952-12-29,2021-09-12,Courants politiques divers,LDIV
33484,Saint-Symphorien,Bruno,GARDERE,M,1971-07-02,2020-05-18,Non classé,LNC
33485,Sainte-Terre,Agnès,ALFONSO-CHARIOL,F,1969-01-23,2021-07-04,,
33486,Saint-Trojan,Bruno,GRAVINO,M,1965-04-04,2020-05-18,Non classé,NC
33487,Saint-Vincent-De-Paul,Max,COLÈS,M,1946-07-03,2020-05-18,Non classé,LNC
33488,Saint-Vincent-De-Pertignas,Pierre,GAUTHIER,M,1957-09-10,2020-05-18,Non classé,NC
33489,Saint-Vivien-De-Blaye,Jean-Pierre,DOMENS,M,1942-02-03,2020-05-18,Non classé,NC
33490,Saint-Vivien-De-Médoc,Jean-Pierre,DUBERNET,M,1947-03-19,2020-05-18,Non classé,LNC
33491,Saint-Vivien-De-Monségur,Philippe,MOUTE,M,1960-10-20,2020-05-18,Non classé,NC
33492,Saint-Yzan-De-Soudiac,Didier,BERNARD,M,1954-10-12,2020-05-18,Non classé,LNC
33493,Saint-Yzans-De-Médoc,Dominique,LAJUGIE,M,1952-12-12,2020-05-18,Non classé,NC
33494,Salaunes,Damien,HOAREAU,M,1986-03-28,2023-09-24,,
33496,Salleboeuf,Nathalie,FABER,F,1969-02-02,2020-05-18,Non classé,LNC
33498,Salles,Bruno,BUREAU,M,1962-01-13,2020-06-28,Gauche,LUG
33499,Les Salles-De-Castillon,Marie-Claude,LAVIGNAC,F,1964-01-10,2020-05-18,Non classé,NC
33500,Samonac,Marie-Lise,GIOVANNUCCI,F,1962-12-07,2020-05-18,Non classé,NC
33501,Saucats,Mélanie,TICHANÉ,F,1981-09-07,2020-05-18,,
33502,Saugon,Marie-Claire,SOULARD,F,1956-07-14,2020-05-18,Non classé,NC
33503,Saumos,Didier,CHAUTARD,M,1972-03-08,2020-06-28,Non classé,NC
33504,Sauternes,Yann,MAROT,M,1972-09-22,2020-05-18,Non classé,NC
33505,La Sauve,Alain,BOIZARD,M,1955-06-08,2020-05-18,Non classé,LNC
33506,Sauveterre-De-Guyenne,Christophe,MIQUEU,M,1978-04-30,2020-05-18,Non classé,LNC
33507,Sauviac,Michel,AIMÉ,M,1955-08-04,2020-05-18,Non classé,NC
33508,Savignac,Patrick,MONTO,M,1960-11-11,2020-05-18,Non classé,NC
33509,Savignac-De-L'Isle,Chantal,GANTCH,F,1954-06-05,2020-05-18,Non classé,NC
33510,Semens,David,LARTIGAU,M,1971-11-28,2020-05-18,Non classé,NC
33511,Sendets,Éric,VIGNEAU,M,1962-11-26,2020-05-18,Non classé,NC
33512,Sigalens,Jean-Marc,VAZIA,M,1959-11-23,2020-06-28,Non classé,NC
33513,Sillas,Michel,DESQUEYROUX,M,1948-09-03,2020-05-18,Non classé,NC
33514,Soulac-Sur-Mer,Xavier,PINTAT,M,1954-03-15,2020-05-18,Non classé,LNC
33515,Soulignac,Michel,DULON,M,1956-09-20,2020-05-18,Non classé,NC
33516,Soussac,Myriam,REGIMON,F,1968-01-02,2020-05-18,Non classé,NC
33517,Soussans,Karine,PALIN,F,1976-06-12,2020-05-18,Non classé,LNC
33518,Tabanac,Hélène,GOGA,F,1947-01-24,2020-05-18,,
33519,Le Taillan-Médoc,Eric,CABRILLAT,M,1969-03-16,2020-05-18,,
33520,Taillecavat,Danièle,FOSTIER,F,1967-12-03,2020-05-18,Non classé,NC
33521,Talais,Franck,LAPORTE,M,1943-10-17,2020-05-18,Non classé,NC
33522,Talence,Emmanuel,SALLABERRY,M,1977-07-07,2020-05-18,Centre,LDVC
33523,Targon,Frédéric,MAULUN,M,1964-06-01,2020-05-18,Non classé,LNC
33524,Tarnès,Laurent,GARBUIO,M,1968-03-09,2020-05-18,Non classé,NC
33525,Tauriac,Roger,TARIS,M,1965-03-02,2020-05-18,Non classé,LNC
33526,Tayac,Eric,BARRET,M,1967-09-17,2020-05-18,Non classé,NC
33527,Le Teich,Karine,DESMOULIN,F,1978-09-25,2020-05-18,,
33528,Le Temple,Karine,NOUETTE-GAULAIN,F,1971-03-19,2020-05-18,Non classé,NC
33529,La Teste-De-Buch,Patrick,DAVET,M,1957-08-10,2020-06-28,Droite,"LDVD,LLR"
33530,Teuillac,Jean-Franck,BLANC,M,1964-11-08,2020-05-18,Non classé,NC
33531,Tizac-De-Curton,Josette,TRAVAILLOT,F,1951-03-13,2020-05-18,Non classé,NC
33532,Tizac-De-Lapouyade,Pierre-Jean,MARTINET,M,1953-07-26,2020-05-18,Non classé,NC
33533,Toulenne,Christian,DAIRE,M,1959-05-27,2020-05-18,Non classé,LNC
33534,Le Tourne,Marie-Claude,AGULLANA,F,1963-08-26,2020-05-18,Non classé,NC
33535,Tresses,Christian,SOUBIE,M,1971-04-06,2020-05-18,Gauche,LDVG
33536,Le Tuzan,Christiane,BENICH,F,1953-04-29,2020-05-18,Non classé,NC
33537,Uzeste,Eric,DOUENCE,M,1953-09-24,2020-05-18,Non classé,NC
33538,Valeyrac,Jean-Louis,BRETON,M,1948-01-26,2020-05-18,Non classé,NC
33539,Vayres,Jacques,LEGRAND,M,1950-11-26,2020-05-18,Centre,LDVC
33540,Vendays-Montalivet,Pierre,BOURNEL,M,1944-06-01,2020-05-18,Non classé,LNC
33541,Vensac,Jean-Luc,PIQUEMAL,M,1958-02-15,2020-05-18,Non classé,NC
33542,Vérac,Dominique,BEC,M,1963-04-25,2020-05-18,Non classé,NC
33543,Verdelais,Corinne,RIBAUVILLE,F,1960-06-02,2020-05-18,Non classé,LNC
33544,Le Verdon-Sur-Mer,Jacques,BIDALUN,M,1947-01-23,2020-05-18,Non classé,LNC
33545,Vertheuil,Dominique,TURON,M,1953-01-12,2020-05-18,Non classé,LNC
33546,Vignonet,Xavier,DANGIN,M,1954-02-27,2020-05-18,Non classé,NC
33547,Villandraut,Patrick,BRETEAU,M,1967-08-30,2020-05-18,Non classé,LNC
33548,Villegouge,Guillaume,VALEIX,M,1985-02-03,2020-05-18,Non classé,LNC
33549,Villenave-De-Rions,Jean-Marc,SUBERVIE,M,1956-07-31,2020-05-18,Non classé,NC
33550,Villenave-D'Ornon,Michel,POIGNONEC,M,1973-09-29,2020-06-28,,
33551,Villeneuve,Catherine,VERGES,F,1957-02-13,2020-05-18,Non classé,NC
33552,Virelade,Laetitia,FAUBET,F,1976-02-02,2023-03-26,,
33553,Virsac,Christiane,BOURSEAU,F,1961-02-25,2020-05-18,Non classé,LNC
33554,Yvrac,Olivier,LAFEUILLADE,M,1974-09-24,2020-05-18,,
33555,Marcheprime,Manuel,MARTINEZ,M,1965-01-22,2020-05-18,Courants politiques divers,LDIV
30272,Saint-Julien-De-La-Nef,Lucas,FAIDHERBE,M,1962-01-30,2020-05-18,Non classé,NC
30283,Saint-Martial,Françoise,JUTTEAU,F,1951-03-15,2020-05-18,Non classé,NC
30296,Saint-Roman-De-Codières,Luc,VILLARET,M,1959-09-17,2020-05-18,Non classé,NC
30325,Sumène,Ghislain,PALLIER,M,1966-04-01,2020-05-18,Non classé,LNC
34001,Abeilhan,Pierre-Jean,ROUGEOT,M,1962-04-02,2020-05-18,Non classé,LNC
34002,Adissan,Patrick,LARIO,M,1967-02-08,2020-05-18,Non classé,LNC
34003,Agde,Sébastien,FREY,M,1972-07-11,2020-07-03,,
34004,Agel,Patrick,CABROL,M,1963-08-10,2020-05-18,Non classé,NC
34005,Agonès,Patrick,TRICOU,M,1966-10-25,2020-05-18,Non classé,NC
34006,Aigne,Yves,FRAISSE,M,1946-04-10,2020-05-18,Non classé,NC
34007,Aigues-Vives,Jean-Pierre,BARTHES,M,1950-08-27,2020-05-18,Non classé,NC
34008,Les Aires,Jean-Michel,MAGNAN,M,1948-02-11,2020-05-18,,
34009,Alignan-Du-Vent,Christophe,PASTOR,M,1974-11-26,2020-06-28,Non classé,LNC
34010,Aniane,Philippe,SALASC,M,1958-09-29,2020-05-18,Non classé,LNC
34011,Arboras,Marie-Françoise,NACHEZ,F,1960-07-31,2020-05-18,Non classé,NC
34012,Argelliers,Pierre,AMALOU,M,1955-10-10,2020-05-18,Non classé,LNC
34013,Aspiran,Olivier,BERNARDI,M,1975-01-30,2020-05-18,Non classé,LNC
34014,Assas,Benoit,AMPHOUX,M,1965-01-20,2020-06-28,,
34015,Assignan,Rémy,SOULIE,M,1967-05-13,2020-05-18,Non classé,NC
34016,Aumelas,Ronny,PONCÉ,M,1973-11-02,2020-05-18,Non classé,NC
34017,Aumes,Jacques,MONCOUYOUX,M,1959-07-17,2020-05-18,Non classé,NC
34018,Autignac,Jean-Claude,MARCHI,M,1948-08-05,2020-05-18,Non classé,NC
34019,Avène,Serge,CASTAN,M,1954-06-14,2020-05-18,Non classé,NC
34020,Azillanet,Alexandre,DYE,M,1956-01-21,2020-06-28,Non classé,NC
34021,Babeau-Bouldoux,Jérôme,ROGER,M,1970-10-19,2020-05-18,Non classé,NC
34022,Baillargues,Jean-Luc,MEISSONNIER,M,1959-02-14,2020-05-18,Droite,LDVD
34023,Balaruc-Les-Bains,Gérard,CANOVAS,M,1947-07-31,2020-05-18,Gauche,LDVG
34024,Balaruc-Le-Vieux,Norbert,CHAPLIN,M,1948-05-13,2020-05-18,Non classé,LNC
34025,Bassan,Alain,BIOLA,M,1951-01-04,2020-05-18,Non classé,LNC
34026,Beaufort,Françoise,PEREZ,F,1960-07-18,2020-05-18,Non classé,NC
34027,Beaulieu,Arnaud,MOYNIER,M,1979-12-23,2020-05-18,Non classé,LNC
34028,Bédarieux,Francis,BARSSE,M,1950-10-23,2020-06-28,Gauche,LDVG
34029,Bélarga,José,MARTINEZ,M,1973-10-02,2020-05-18,Non classé,NC
34030,Berlou,Christian,LIGNON,M,1948-09-19,2020-05-18,Non classé,NC
34031,Bessan,Stéphane,PEPIN-BONET,M,1975-06-25,2020-05-18,Droite,LDVD
34032,Béziers,Robert,MÉNARD,M,1953-07-06,2020-05-18,Droite,LDVD
34033,Boisseron,Loïc,FATACCIOLI,M,1967-05-15,2020-05-18,Non classé,LNC
34034,Boisset,Benoît,MARSAUX,M,1965-07-13,2020-05-18,Non classé,NC
34035,La Boissière,Jean-Claude,CROS,M,1974-12-12,2020-05-18,Non classé,LNC
34036,Le Bosc,Jérôme,VALAT,M,1975-04-12,2020-05-18,,
34037,Boujan-Sur-Libron,Gérard,ABELLA,M,1955-12-19,2020-05-18,Non classé,LNC
34038,Le Bousquet-D'Orb,Yvan,CASSILI,M,1950-08-26,2020-05-18,Non classé,LNC
34039,Bouzigues,Cédric,RAJA,M,1976-06-07,2020-05-18,Non classé,LNC
34040,Brenas,Michel,VELLAS,M,1957-05-25,2020-05-18,Non classé,NC
34041,Brignac,Marina,BOURREL,F,1985-01-11,2020-05-18,Non classé,NC
34043,Buzignargues,Agnès,ROUVIERE-ESPOSITO,F,1969-08-13,2020-05-18,Non classé,NC
34044,Cabrerolles,Séverine,SAUR,F,1975-02-03,2020-06-28,Non classé,NC
34045,Cabrières,Myriam,GAIRAUD,F,1968-11-18,2020-05-18,Non classé,NC
34047,Campagnan,Jean-Marc,ISURE,M,1964-06-26,2020-05-18,Non classé,NC
34048,Campagne,Jacques,GRAVEGEAL,M,1947-07-23,2020-05-18,Non classé,NC
34049,Camplong,Bernard,COSTE,M,1948-05-15,2020-05-18,Non classé,NC
34050,Candillargues,Anthony,MELIN,M,1989-10-10,2020-06-28,Non classé,LNC
34051,Canet,Claude,REVEL,M,1963-08-22,2020-05-18,Courants politiques divers,LDIV
34052,Capestang,Pierre,POLARD,M,1971-10-16,2020-05-18,Non classé,LNC
34053,Carlencas-Et-Levas,Sylvie,TOLUAFE,F,1956-10-06,2020-05-18,Non classé,NC
34054,Cassagnoles,Olivier,AZÉMA,M,1965-05-13,2020-05-18,Non classé,NC
34056,Castelnau-De-Guers,Didier,MICHEL,M,1962-07-19,2020-05-18,Non classé,LNC
34057,Castelnau-Le-Lez,Frederic,LAFFORGUE,M,1967-09-30,2020-06-28,,
34058,Castries,Claudine,VASSAS MEJRI,F,1961-02-01,2020-05-18,Gauche,LSOC
34059,La Caunette,Max,FABRE,M,1950-06-28,2020-05-18,Non classé,NC
34060,Causse-De-La-Selle,Eric,BALJOU,M,1967-02-04,2020-05-18,Non classé,NC
34061,Causses-Et-Veyran,Gérard,BARO,M,1947-12-02,2020-05-18,Non classé,NC
34062,Caussiniojouls,Thierry,ROQUE,M,1966-07-18,2020-05-18,Non classé,NC
