DEP,annee,Homicides_p100k,Tentatives_d_homicides_p100k,Coups_et_blessures_volontaires_p1k,Coups_et_blessures_volontaires_intrafamiliaux_p1k,Autres_coups_et_blessures_volontaires_p1k,Violences_sexuelles_p1k,Vols_avec_armes_p1k,Vols_violents_sans_arme_p1k,Vols_sans_violence_contre_des_personnes_p1k,Cambriolages_de_logement_p1k,Vols_de_véhicules_p1k,Vols_dans_les_véhicules_p1k,Vols_d_accessoires_sur_véhicules_p1k,Destructions_et_dégradations_volontaires_p1k,Usage_de_stupéfiants_p1k,Usage_de_stupéfiants_AFD_p1k,Trafic_de_stupéfiants_p1k,Escroqueries_p1k
63,2023,1.0536,6.4722,3.8442,1.9432,1.901,1.2387,0.0467,0.3883,6.5098,7.0793,1.7716,2.7379,0.9121,8.2076,1.7956,0.8504,0.5509,5.1732
63,2024,0.6021,6.4722,3.7478,1.9612,1.7866,1.5202,0.0542,0.435,6.2343,7.1773,2.0003,3.2195,0.7902,7.9066,2.4715,1.618,0.4801,5.4983
64,2016,1.6321,1.0386,1.9897,0.8709,1.1187,0.5282,0.0386,0.4496,7.7835,4.3594,1.6647,3.0283,0.8427,6.6841,2.3799,0.0,0.46,2.5772
64,2017,1.0335,1.0335,2.2648,0.9626,1.3022,0.5743,0.0354,0.4887,8.1971,4.941,1.6049,3.6453,0.8947,7.4811,2.3224,0.0,0.4547,2.8318
64,2018,1.0297,1.471,2.3977,1.0326,1.3651,0.7296,0.0588,0.4045,7.4947,4.4901,1.3974,3.2377,0.7899,7.2623,2.1712,0.0,0.4251,2.9582
64,2019,1.172,1.0255,2.7394,1.2848,1.4547,0.8145,0.0352,0.3765,7.1899,4.0643,1.6188,3.0134,1.0577,7.061,1.7286,0.0,0.4248,3.1994
64,2020,1.3096,2.0371,2.7036,1.3983,1.3052,0.8323,0.0349,0.2459,4.7727,3.2303,1.2179,2.414,0.6766,6.0125,1.5555,0.2445,0.3987,3.629
64,2021,1.1544,3.0302,3.0605,1.7027,1.3578,1.1616,0.0289,0.2381,4.8526,3.1653,1.0981,2.0605,0.4545,6.4745,2.2063,0.7157,0.4632,4.1629
64,2022,0.5719,3.4312,3.6399,1.9386,1.7013,1.2324,0.02,0.3417,6.8594,3.7344,1.4325,2.5148,0.772,6.7265,1.7728,0.6405,0.4489,5.1582
64,2023,1.4297,1.4297,3.4769,1.9672,1.5097,1.2981,0.0343,0.3703,8.0461,4.0284,1.4397,2.4476,0.6848,6.9138,2.053,0.9221,0.4074,5.7958
64,2024,1.1437,2.1445,3.4297,1.8814,1.5483,1.5083,0.0429,0.3388,7.0625,4.1185,1.3153,2.5834,0.6648,6.6936,2.5419,1.2638,0.4861,5.7743
65,2016,0.4389,2.6336,2.1902,0.9349,1.2553,0.5004,0.0395,0.4872,7.9007,4.5831,1.3036,3.2437,1.3299,7.8963,1.9752,0.0,0.6803,3.0461
65,2017,0.0,0.4376,2.4723,1.0983,1.374,0.5907,0.0569,0.5776,8.4584,4.7371,1.269,3.1812,0.8226,7.4914,2.3673,0.0,0.7176,3.0981
65,2018,1.309,1.309,2.9015,1.3788,1.5227,0.8377,0.0567,0.4538,8.5824,4.9715,0.9643,1.8587,0.973,7.893,2.2252,0.0,0.5149,3.3378
65,2019,0.8712,3.9204,2.8837,1.3591,1.5246,0.8146,0.061,0.3964,8.7905,4.0456,1.0193,2.2085,0.893,7.292,2.4481,0.0,0.5009,3.9945
65,2020,0.8704,1.7407,2.8679,1.4143,1.4535,0.853,0.0218,0.2132,5.1656,3.0691,0.6702,1.5667,0.7485,6.0491,2.5458,0.4874,0.4178,3.8166
65,2021,1.2989,6.4947,3.4465,1.7666,1.68,1.4981,0.013,0.1862,5.2521,2.5721,0.6451,1.589,0.459,5.8193,2.7711,1.0825,0.5109,4.8018
65,2022,2.5923,5.6167,3.7848,2.0047,1.7801,1.564,0.0389,0.2074,7.0425,2.9103,0.8166,1.8449,0.903,6.7227,2.6485,1.0499,0.4839,5.3618
65,2023,1.2962,2.1603,3.9014,2.1473,1.7541,1.7801,0.0389,0.2074,6.3512,3.2906,0.8727,1.8362,0.6135,6.9258,2.8343,1.1363,0.35,5.1025
65,2024,1.7282,2.5923,4.0872,2.346,1.7412,1.6116,0.0302,0.2376,6.7832,3.2001,1.0024,1.9658,0.5876,6.969,3.7329,1.1838,0.7475,5.5864
66,2016,1.8973,5.2702,3.8599,1.6,2.2598,0.7631,0.1138,1.1531,12.1403,5.4981,2.8206,5.0446,1.9984,12.0476,2.2851,0.0,0.8559,3.0525
66,2017,1.4754,9.2739,3.7833,1.5955,2.1878,0.919,0.1265,1.1276,12.1825,5.9157,2.818,5.6423,2.2468,11.5776,2.1246,0.0,0.6428,3.1131
66,2018,1.8893,5.668,4.1481,1.6542,2.4939,0.9153,0.126,1.0517,11.4158,5.2078,2.897,6.281,1.9754,11.3486,1.9481,0.0,0.8019,3.2371
66,2019,1.6667,10.0004,4.5189,1.9563,2.5626,1.1855,0.0958,1.2792,11.1109,6.0507,2.948,6.2211,2.0355,11.3942,1.8272,0.0,0.9813,4.3752
66,2020,2.9,8.4927,4.381,2.1066,2.2744,1.1828,0.1284,0.957,8.2566,4.5858,2.0859,5.3339,1.6571,10.1954,2.0341,0.4992,0.9466,4.9403
66,2021,2.0521,5.5407,4.9025,2.403,2.4995,1.5616,0.1067,0.7839,8.0996,3.8167,1.8633,4.4982,1.2826,10.3549,3.3962,1.5268,0.9891,5.6125
66,2022,2.4343,8.1142,5.2661,2.6432,2.6229,1.8237,0.1035,0.925,9.8892,3.8775,2.4667,3.98,1.6817,10.9623,3.5743,1.8541,1.2902,6.4061
66,2023,1.2171,6.4913,5.5582,2.8156,2.7426,1.8521,0.0832,0.783,9.8628,4.9786,2.3065,3.5601,1.7851,11.3254,3.2518,1.8399,1.2597,6.6496
66,2024,1.42,4.2599,5.4142,2.7588,2.6554,1.9231,0.0953,0.7485,9.0757,5.3788,2.416,3.909,1.777,11.6885,3.1037,1.8521,1.136,7.3068
67,2016,1.2484,1.8726,2.842,1.3438,1.4981,0.6938,0.0767,0.4655,7.8544,4.0155,0.7954,1.6997,0.5422,7.4683,1.9859,0.0,0.5975,2.916
67,2017,0.3554,2.2211,2.9523,1.3451,1.6072,0.7783,0.0684,0.5233,8.6064,3.9164,0.8067,2.2202,0.5046,7.662,1.7698,0.0,0.6059,2.8857
67,2018,0.8822,1.9408,3.2667,1.5279,1.7388,0.8892,0.0679,0.5708,8.4487,4.142,0.7366,2.1631,0.4684,7.997,1.6991,0.0,0.6802,2.965
67,2019,1.0526,2.1929,3.4042,1.7131,1.6911,1.0166,0.0596,0.4395,8.1987,3.9349,0.6824,1.8762,0.607,7.8022,1.5552,0.0,0.5403,3.4884
67,2020,0.6968,3.9196,3.2393,1.8004,1.4389,0.9782,0.0671,0.3885,6.4691,2.8591,0.7116,2.2891,0.574,6.828,1.2517,0.1368,0.4285,4.0564
67,2021,0.4338,3.2967,3.7166,2.07,1.6466,1.2606,0.0555,0.3895,7.0359,2.8317,0.6966,2.1385,0.4442,6.4911,1.5434,0.4754,0.485,4.7039
67,2022,0.3457,2.3337,4.0079,2.1297,1.8782,1.4331,0.0666,0.459,8.5716,3.4954,0.6759,2.408,0.7658,6.4194,1.8021,0.7459,0.4581,4.8567
67,2023,0.6915,4.9267,4.1886,2.2464,1.9422,1.4607,0.0579,0.3777,8.8119,4.2518,0.6638,2.6241,0.5843,6.9821,1.9404,1.0199,0.4235,5.1281
67,2024,0.4322,2.6794,4.3294,2.4469,1.8825,1.5558,0.0735,0.3475,9.1006,4.0404,0.688,2.5446,0.4849,6.7435,1.8989,1.0752,0.3924,5.2629
68,2016,0.9177,3.671,2.8883,1.2049,1.6834,0.6241,0.0498,0.5533,6.9958,5.1113,0.982,2.2826,0.6647,7.7588,1.8014,0.0,0.4969,2.5474
68,2017,0.6544,3.6648,3.1072,1.3246,1.7827,0.7696,0.0641,0.5052,6.6817,5.6982,1.0379,2.4174,0.678,7.8426,1.8651,0.0,0.5118,2.4318
68,2018,1.1765,5.3596,3.1975,1.4667,1.7308,0.8745,0.0458,0.4235,6.4355,5.3598,0.8771,1.8536,0.4131,7.9178,1.7164,0.0,0.4719,2.6955
68,2019,1.1733,4.5627,3.6006,1.7612,1.8394,1.0403,0.0613,0.4367,6.8193,4.2894,0.8513,2.035,0.3663,7.9313,1.726,0.0,0.455,3.2604
68,2020,0.5209,5.9908,3.7091,1.9835,1.7256,1.1995,0.043,0.336,4.8148,2.4788,0.6264,1.6774,0.3647,6.4974,1.6527,0.1328,0.5092,3.3809
68,2021,0.5215,3.2591,4.0191,2.3153,1.7039,1.3897,0.0482,0.3011,5.7764,3.0479,0.6153,2.5773,0.3168,6.7802,2.1262,0.6101,0.4576,4.1521
68,2022,1.3024,4.5585,4.6314,2.7077,1.9237,1.882,0.0456,0.3738,6.5629,3.9672,0.6603,2.7572,0.6486,6.8312,2.3027,0.9677,0.5679,4.0662
68,2023,0.3907,5.6004,4.8007,2.907,1.8937,1.7439,0.0456,0.3334,6.4991,4.0288,0.7007,2.4473,0.4129,6.6371,2.3457,1.0432,0.5705,4.578
68,2024,1.0419,8.2053,4.888,2.963,1.925,1.8156,0.0443,0.2865,6.6541,4.3472,0.6955,2.2519,0.4532,6.3076,2.4212,1.2399,0.534,4.6718
69,2016,1.2528,3.2682,3.778,1.457,2.3209,0.7479,0.2081,2.0257,16.3936,11.315,3.2959,7.2041,2.1357,10.2658,3.6042,0.0,0.5038,5.0684
69,2017,1.085,2.387,3.7129,1.4121,2.3007,0.836,0.1834,1.7984,17.692,10.5882,3.1291,8.6371,2.1358,10.6053,3.3771,0.0,0.5761,5.4196
69,2018,1.0218,3.4417,4.0613,1.6434,2.4178,0.9755,0.1968,1.7472,17.932,10.3704,2.8125,8.7409,1.9812,9.9891,3.3928,0.0,0.5351,5.1013
69,2019,1.1196,3.5186,4.4265,1.9395,2.487,1.119,0.1882,1.6186,17.8713,10.9392,2.8719,7.2201,1.892,9.7774,3.468,0.0,0.6083,5.7332
69,2020,1.115,4.3537,4.2699,2.042,2.2278,1.0863,0.1816,1.57,13.9299,8.0587,2.6133,6.2604,1.5843,8.665,2.6691,0.6255,0.6106,6.0984
69,2021,0.5809,4.4886,4.8213,2.3441,2.4772,1.2494,0.178,2.1455,17.5968,8.4468,2.963,8.2062,1.8176,9.068,3.6764,2.2496,0.6332,7.0798
69,2022,1.1531,4.4026,5.2825,2.5357,2.7469,1.4172,0.1866,1.8884,17.454,9.9395,3.2243,9.0305,2.3292,8.7574,4.8449,3.2071,0.8291,6.8601
69,2023,0.9958,3.8784,5.065,2.6143,2.4508,1.6242,0.1536,1.4796,16.1794,7.9686,3.314,8.9031,2.2233,8.8046,4.6122,3.2395,0.9617,7.2359
69,2024,1.4151,5.2411,4.9429,2.4722,2.4707,1.6143,0.1441,1.5053,15.5562,8.6262,3.1059,9.2773,2.6772,8.1945,5.2212,3.9471,0.9193,7.8308
70,2016,1.2645,3.3721,3.018,1.2983,1.7198,0.8936,0.0548,0.1475,4.7715,4.7145,1.2772,1.8504,0.8388,7.6841,1.6312,0.0,0.4215,2.9969
70,2017,1.2676,1.6902,2.7212,1.1958,1.5254,1.0606,0.0254,0.1437,4.91,4.5214,1.293,1.6226,0.7775,7.9524,1.7916,0.0,0.5366,3.1818
70,2018,0.4237,2.5422,3.3006,1.4999,1.8007,1.0338,0.0466,0.1483,4.7496,3.9662,1.1228,1.0931,0.6652,8.0418,1.8092,0.0,0.4576,3.0549
70,2019,0.8499,2.1248,3.302,1.7126,1.5894,1.2579,0.034,0.1402,4.8829,3.8848,1.0667,1.1177,0.7607,7.8109,1.7976,0.0,0.4122,3.3997
70,2020,0.8525,1.705,3.1287,1.6155,1.5132,1.1466,0.0426,0.1236,3.9855,2.9646,0.7204,0.9207,0.4476,6.7263,1.5729,0.1279,0.2813,4.2285
70,2021,1.2804,2.5609,3.4059,1.8182,1.5877,1.1481,0.0384,0.1067,3.6151,2.9201,0.764,1.1439,0.5975,6.7863,1.5621,0.4567,0.3158,4.6224
70,2022,0.4275,7.2674,3.7962,2.2657,1.5304,1.4877,0.0214,0.0898,4.2365,3.1364,0.9405,1.0687,0.7438,6.8143,2.1503,0.9362,0.5087,5.13
70,2023,0.4275,2.1375,4.4246,2.4624,1.9622,1.7485,0.0299,0.1026,4.5913,3.2986,1.0559,1.6544,0.637,7.3615,2.4709,1.2397,0.5771,5.2967
70,2024,0.855,3.8475,4.3305,2.5051,1.8254,1.8596,0.0385,0.1282,4.5913,3.0823,1.0645,1.8724,0.7609,6.9639,2.27,1.0816,0.5087,5.5318
71,2016,0.7207,1.9819,2.4558,1.0666,1.3891,0.5423,0.0486,0.2504,4.834,5.0163,1.4504,1.7765,1.4558,6.6159,2.3188,0.0,0.5243,2.9674
71,2017,0.5419,2.5289,2.6481,1.2139,1.4343,0.6395,0.0434,0.2926,5.0741,5.0034,1.577,1.8714,1.2301,6.7143,2.2399,0.0,0.466,3.181
71,2018,0.9055,3.622,2.6459,1.2242,1.4216,0.8403,0.0543,0.2246,5.0038,5.1204,1.6245,1.9432,1.1826,7.4667,2.1134,0.0,0.4383,2.9084
71,2019,1.8133,1.9946,2.6981,1.3291,1.369,0.854,0.0399,0.2103,4.6311,6.2058,1.2421,1.6591,1.2294,7.0971,2.107,0.0,0.4878,3.3745
71,2020,0.7259,5.6255,2.8708,1.508,1.3628,0.9872,0.0327,0.1597,3.6293,3.9248,1.1868,1.2485,1.0797,5.9485,2.0905,0.3139,0.3484,3.7165
71,2021,0.3641,2.5488,3.3516,1.9662,1.3854,1.0741,0.0291,0.1802,4.0179,4.3209,1.1506,1.2198,1.0796,6.259,3.5974,1.2562,0.4442,4.5422
71,2022,1.4568,5.6452,3.7441,2.198,1.5461,1.1127,0.0419,0.2131,4.5235,4.4642,1.2001,1.6553,1.2929,6.0003,3.1759,1.2966,0.4698,4.8422
71,2023,0.1821,4.3705,3.9498,2.4293,1.5206,1.4696,0.0473,0.2021,4.0409,4.5788,1.2383,1.5697,1.5406,6.1478,2.6187,1.4332,0.2713,5.2045
71,2024,0.5463,5.281,3.7131,2.1761,1.537,1.4386,0.0492,0.1748,4.1593,4.8463,1.129,1.8356,1.3203,5.9657,2.9792,1.7737,0.3132,4.8749
72,2016,1.2334,2.4667,2.7786,1.2897,1.4888,1.0413,0.074,0.6748,7.1975,4.747,1.7249,2.7046,1.5875,8.9382,1.9628,0.0,0.407,3.5926
72,2017,0.8826,1.9417,2.9973,1.3327,1.6646,1.0644,0.0812,0.6973,7.1915,4.7073,1.3469,2.7272,1.3945,8.616,1.7228,0.0,0.2489,4.0511
72,2018,0.8835,1.5902,3.1221,1.3959,1.7263,1.4294,0.1201,0.7403,6.7602,4.6202,1.311,4.4597,1.1679,8.1719,1.8888,0.0,0.2668,4.1911
72,2019,1.2358,0.7062,3.5398,1.7072,1.8326,1.626,0.1165,1.0028,7.1114,5.372,1.5183,4.2566,1.28,8.6315,1.6313,0.0,0.2807,5.0687
72,2020,0.8819,1.2346,3.5838,2.067,1.5168,1.3686,0.0776,0.5908,4.8096,3.9046,1.1887,2.1076,1.0406,7.2876,1.4145,0.1446,0.2646,4.8149
72,2021,1.2366,3.0032,4.0314,2.3425,1.6889,1.8867,0.0848,0.537,5.0507,4.2609,1.1624,2.6252,0.9805,7.289,1.438,0.2615,0.3869,5.4906
72,2022,2.2963,6.1823,4.4583,2.5524,1.9059,1.7858,0.0654,0.4381,6.2777,5.5496,1.24,3.0364,1.0793,7.3199,1.4555,0.3992,0.4345,5.5941
72,2023,1.0598,5.8291,4.7374,2.8209,1.9165,2.1744,0.0618,0.4504,6.2141,6.7708,1.4043,2.7114,0.9733,7.4064,1.5986,0.5476,0.4451,5.6648
72,2024,1.5897,5.1225,4.5767,2.7291,1.8476,2.4747,0.0724,0.5052,5.2444,6.7168,1.2771,2.881,1.0687,6.8589,2.3775,1.2524,0.3533,5.5694
73,2016,0.4655,3.0255,2.6299,1.045,1.5849,0.7331,0.0861,0.6144,12.7955,4.5339,1.9293,3.3955,1.173,8.4598,2.6112,0.0,0.5143,2.8416
73,2017,1.8554,1.3916,2.6068,0.9996,1.6072,0.7769,0.102,0.5311,12.2619,4.597,1.6443,3.3652,1.1016,8.405,2.63,0.0,0.5381,3.2562
73,2018,1.8445,3.689,3.0642,1.2727,1.7915,0.9084,0.0553,0.4012,11.1223,3.7254,1.1666,2.6837,0.9153,7.8276,3.5968,0.0,0.6571,3.214
73,2019,1.833,2.2913,3.343,1.51,1.833,0.9967,0.0435,0.3437,10.1596,3.489,1.1846,2.6923,0.8294,7.9875,2.58,0.0,0.4995,3.7371
73,2020,1.137,3.411,3.3815,1.7214,1.66,1.1188,0.0455,0.241,7.3064,2.7786,0.9869,1.867,0.5753,7.1154,2.3104,0.2547,0.5412,4.4298
73,2021,1.13,2.4861,3.5144,1.8487,1.6657,1.3673,0.0384,0.2283,5.7089,2.5635,0.9515,2.1018,0.7571,7.1146,2.0318,0.6215,0.5447,4.7258
73,2022,0.8983,3.3686,3.9862,2.0414,1.9448,1.3497,0.0359,0.3032,9.2727,3.2824,1.0308,2.093,0.9522,7.5008,2.486,1.0824,0.6423,4.9204
73,2023,1.7966,5.6143,4.341,2.4142,1.9268,1.5518,0.0517,0.3032,9.2322,2.8477,0.9612,2.2951,0.5704,7.8444,2.7982,1.3924,0.5075,5.1338
73,2024,0.4491,5.6143,4.2961,2.3064,1.9897,1.6371,0.0494,0.2762,9.4119,3.6975,1.2554,2.9442,0.7905,7.4536,3.0879,1.7696,0.5233,5.7132
74,2016,1.2478,2.246,2.427,1.1168,1.3102,0.6513,0.0674,0.3781,8.9866,6.9603,1.8542,3.0034,0.9858,7.2721,3.3241,0.0,1.113,2.8899
74,2017,1.4863,3.8397,2.3695,1.0107,1.3587,0.6899,0.0508,0.431,8.7247,7.3353,1.8653,3.0321,0.8819,7.5914,3.6217,0.0,1.3005,3.0668
74,2018,0.3673,1.9591,2.7783,1.222,1.5563,0.7824,0.0784,0.3686,8.7658,5.8834,1.413,2.7158,0.6783,7.2671,3.7076,0.0,1.2979,3.1811
74,2019,0.8474,1.6947,3.1716,1.5785,1.593,0.8595,0.0472,0.3172,7.9712,6.2257,1.4563,2.5651,0.6609,6.7365,4.0153,0.0,1.4369,3.8979
74,2020,0.3592,2.0354,3.3597,1.79,1.5697,1.0165,0.0575,0.3137,6.4882,4.5487,1.0153,1.9217,0.5591,6.1518,3.9248,0.3616,1.2189,4.3259
74,2021,0.4753,4.397,3.6376,1.981,1.6566,1.2003,0.0487,0.2816,7.0293,4.4775,1.0957,2.1106,0.757,6.4303,4.1795,1.4451,1.085,5.3287
74,2022,0.8239,2.9426,3.8666,2.2352,1.6314,1.3171,0.0353,0.2919,9.0315,5.0619,1.4066,2.3553,0.9864,6.7904,3.8207,1.7467,0.9358,5.8629
74,2023,1.0593,6.0029,4.1267,2.3153,1.8115,1.29,0.0518,0.3343,9.2846,5.7628,1.7562,2.4777,0.6238,7.1058,3.3193,1.7067,0.7109,6.1101
74,2024,3.5311,5.8852,4.2515,2.5142,1.7373,1.4701,0.0918,0.4179,8.789,5.5964,1.9586,3.0992,0.5862,7.1517,3.517,1.7809,0.8345,6.216
75,2016,1.4153,7.7614,4.781,1.3313,3.4497,1.3108,0.3808,7.9431,59.8659,6.8708,4.0779,7.9614,1.1528,12.2735,4.4345,0.0,1.4975,9.8113
75,2017,1.4628,9.8742,4.9901,1.3824,3.6077,1.259,0.3657,7.9286,60.9058,7.3743,3.6534,7.8116,1.1086,11.8207,4.8882,0.0,1.6576,10.244
75,2018,1.5628,7.3543,4.8354,1.3959,3.4395,1.6795,0.3489,8.155,64.2388,8.6729,3.9373,7.9054,0.991,12.3479,4.8437,0.0,1.93,9.9743
75,2019,1.8934,7.3889,5.102,1.5433,3.5587,1.7138,0.3713,8.8394,74.9867,9.0638,4.2384,8.838,0.9952,12.8058,4.3622,0.0,1.7535,10.8533
75,2020,0.8854,6.6639,4.4834,1.5527,2.9307,1.597,0.2703,7.1457,51.6626,6.9056,3.3394,8.1117,0.9842,10.4506,3.6684,0.5727,1.5224,9.8131
75,2021,1.0314,6.235,4.9566,1.7913,3.1653,2.0632,0.2508,6.5458,50.6265,6.9053,3.0824,7.1965,1.0698,10.3215,5.4278,2.5198,1.6914,12.1583
75,2022,1.6559,6.8127,6.3628,2.3631,3.9996,2.4327,0.2559,5.8669,57.738,8.6436,3.0056,8.0205,1.2282,10.0279,7.5895,4.2437,2.1034,12.5765
75,2023,1.1828,6.6707,6.1551,2.5836,3.5715,2.4772,0.2261,4.6407,53.9342,8.5634,2.4734,7.9283,1.1411,9.745,9.323,6.2322,2.1782,12.1498
75,2024,1.6085,8.847,6.0221,2.5108,3.5114,2.7804,0.1746,3.5166,46.8731,6.6218,1.8711,7.0081,1.0862,8.4629,14.098,10.8629,2.3125,11.4013
76,2016,1.3538,1.7519,3.1678,1.4445,1.7233,0.8258,0.082,1.0607,7.1965,6.2246,1.9892,3.8893,1.6675,9.1738,2.2481,0.0,0.516,3.1662
76,2017,0.8769,1.435,3.1147,1.3648,1.7499,0.8865,0.0917,0.9814,7.1023,5.5174,1.9731,4.9228,1.6422,9.584,2.0807,0.0,0.4496,3.1107
76,2018,1.1944,1.8314,3.4796,1.454,2.0257,1.0232,0.0963,1.0638,7.2642,5.1859,1.8338,4.4391,1.5392,9.0701,2.2518,0.0,0.5438,3.1555
76,2019,0.876,2.1503,3.72,1.6541,2.0659,1.1707,0.0844,1.1102,7.9745,5.3657,1.643,5.2468,1.5052,9.2368,2.3948,0.0,0.5312,3.8737
76,2020,1.5143,2.1518,3.4788,1.7565,1.7223,1.1708,0.0877,0.8137,6.2906,4.1335,1.5453,3.9187,1.1365,7.3418,1.7589,0.3363,0.3833,4.4368
76,2021,1.1147,3.1849,4.1293,2.2406,1.8887,1.4077,0.0948,0.6784,6.0514,3.9994,1.4428,2.5933,1.1036,7.4655,3.5846,1.852,0.4196,4.3665
76,2022,0.9522,3.0154,4.7675,2.6028,2.1647,1.6775,0.1301,0.976,7.3599,3.9675,1.7346,4.2818,1.3895,8.1534,4.8175,3.1376,0.4848,5.1595
76,2023,1.8251,3.8089,5.5039,3.0955,2.4083,1.8489,0.0841,0.8253,7.0846,4.4205,1.7616,4.904,1.3323,8.397,4.6762,3.2614,0.3769,5.5554
76,2024,1.1903,5.4753,5.5229,3.205,2.3179,2.0084,0.0992,0.6602,6.737,4.9464,1.9854,4.9611,1.5989,7.8106,4.4786,3.2511,0.3484,5.7721
77,2016,0.5008,3.0766,3.2433,1.7744,1.4689,0.7198,0.1975,1.2829,7.1984,9.682,3.5187,4.4768,2.1114,9.5302,4.1412,0.0,0.4865,3.9781
77,2017,1.2821,3.7037,3.4352,1.8818,1.5534,0.8917,0.1674,1.1567,7.4523,10.0625,3.146,4.6745,2.0848,9.0805,4.1688,0.0,0.5755,3.9665
77,2018,0.4248,3.1858,3.6205,1.9504,1.6701,0.9805,0.1409,0.9508,7.2049,8.9951,2.9062,3.9037,1.9405,8.7362,4.441,0.0,0.6251,3.8909
77,2019,0.8444,1.8294,3.585,2.0349,1.5501,1.04,0.1196,0.8746,6.9807,8.3297,2.5767,3.0939,1.6718,8.635,3.9502,0.0,0.5671,4.4054
77,2020,0.07,3.2198,3.5054,2.1335,1.3719,1.0108,0.1078,0.7854,5.6368,6.9272,2.1755,2.6508,1.3677,6.9528,3.2388,0.4865,0.5859,4.5099
77,2021,1.3907,2.7119,3.9983,2.4866,1.5117,1.2273,0.1259,0.7141,6.3278,6.4611,2.1814,2.8941,1.584,7.1706,4.7215,2.4762,0.6043,5.3758
77,2022,0.8951,3.6491,4.3858,2.7038,1.682,1.3357,0.0957,0.6259,7.259,7.1409,2.5448,2.9372,2.2397,7.1984,5.5047,3.3476,0.6327,5.3973
77,2023,1.2393,3.7868,4.5132,2.8601,1.6531,1.439,0.1019,0.599,7.1902,6.9522,2.4064,3.2808,2.1117,7.6363,6.196,4.2378,0.5673,5.9798
77,2024,1.1016,3.5114,4.505,2.8945,1.6104,1.6807,0.1219,0.5632,6.7654,6.1742,2.4917,3.3407,2.4126,6.9933,6.2579,4.423,0.6004,5.9715
78,2016,0.5587,2.8635,2.721,1.4464,1.2746,0.6803,0.0957,0.9512,7.707,7.6329,2.9871,2.911,2.1155,8.6576,5.0272,0.0,0.4693,4.6096
78,2017,0.7648,2.7116,2.7575,1.4768,1.2807,0.737,0.1001,0.9574,7.208,6.968,2.7672,2.6309,1.7904,8.2773,5.2223,0.0,0.5423,4.5951
78,2018,0.8325,2.7057,2.9027,1.5464,1.3563,0.8533,0.0652,0.7985,6.8371,6.9618,2.1528,2.4497,1.6651,7.7411,4.9861,0.0,0.4933,4.5227
78,2019,0.9667,6.3527,3.041,1.709,1.332,0.9722,0.0829,0.8403,6.9576,6.7803,1.9859,2.4347,1.283,7.7006,4.268,0.0,0.5752,5.1105
78,2020,0.6208,4.0008,3.4324,2.2708,1.1616,0.9402,0.0855,0.6732,5.9439,5.9566,1.9404,1.9811,1.1299,7.0048,2.784,0.3835,0.4801,5.1237
78,2021,1.03,3.7079,3.5094,2.3373,1.1721,1.236,0.0652,0.6207,6.3185,6.0758,2.0325,1.6582,1.3087,6.427,3.6619,1.9693,0.5006,5.7692
78,2022,0.6799,2.0397,3.9992,2.6564,1.3428,1.3537,0.0694,0.5929,7.3709,6.912,2.0023,1.8514,1.4074,6.3885,5.0497,3.286,0.5432,6.6999
78,2023,1.0879,4.6914,4.1495,2.7387,1.4108,1.368,0.0694,0.5514,7.0969,7.2855,2.1648,1.9092,1.2823,6.9922,4.7655,3.2323,0.5025,6.6189
78,2024,0.6799,4.4194,4.0632,2.6455,1.4176,1.419,0.0802,0.4827,6.6897,6.4342,2.1145,2.2512,2.0227,6.6393,4.9858,3.5879,0.4963,6.5578
79,2016,1.6011,2.4017,1.9587,0.91,1.0487,0.7418,0.048,0.2161,5.1982,4.1896,1.2462,1.7479,0.9473,7.9548,1.1314,0.0,0.1815,2.8073
79,2017,1.3356,2.137,2.0516,0.9777,1.0739,0.9002,0.0401,0.2271,5.6044,6.4133,1.4425,1.9126,1.1353,8.2409,1.2822,0.0,0.5343,2.674
79,2018,0.5336,3.7353,1.9317,0.9765,0.9552,0.8831,0.0293,0.1868,5.008,3.9579,1.214,1.5475,1.158,7.8495,1.3581,0.0,0.595,3.3618
79,2019,0.5335,4.5348,2.7209,1.4325,1.2884,1.0297,0.0293,0.2161,5.4364,3.7174,1.1977,1.974,1.2404,7.6398,1.5125,0.0,0.5042,3.3931
79,2020,2.1363,4.2726,2.7478,1.5969,1.1509,1.3058,0.0561,0.2163,4.1364,3.2074,1.0495,1.5034,0.753,6.1659,1.1963,0.1762,0.4006,3.888
79,2021,1.3348,2.1357,3.014,1.7619,1.252,1.6498,0.0481,0.1842,4.0605,3.7482,1.0305,1.4469,0.6487,6.698,1.4523,0.6087,0.3844,3.8896
79,2022,0.7991,7.4584,3.6679,2.2109,1.4571,1.6382,0.0719,0.2824,4.7574,3.9963,1.2573,1.822,1.1827,6.8031,1.9578,0.9163,0.4741,3.9849
79,2023,1.3319,7.192,3.5747,2.1976,1.3771,2.099,0.0586,0.277,4.8133,4.4623,1.3478,2.1976,1.2067,6.8591,2.4826,1.4118,0.4182,4.3765
79,2024,1.0655,3.4628,3.7718,2.3174,1.4544,1.9712,0.0479,0.2024,4.0062,5.4602,1.1827,1.5236,0.9882,5.8921,2.741,1.7527,0.3489,4.0169
80,2016,0.5238,2.619,3.5269,1.643,1.8839,0.8224,0.0856,0.6635,7.0957,4.7426,2.2244,2.7656,1.4212,11.4432,2.6155,0.0,0.5081,2.7918
